public_path	public_blob	category	target	target_blob
references/transaction-system.md	7fe76e80733b9ef9860e6f9e855638e2b9e31cab	hash_identical	skill/solve-with-weilan/references/transaction-system.md	7fe76e80733b9ef9860e6f9e855638e2b9e31cab
references/transition-planner-system.md	72a07a42c100d172dfb94bc936df8a184751d450	hash_identical	skill/solve-with-weilan/references/transition-planner-system.md	72a07a42c100d172dfb94bc936df8a184751d450
scripts/governance.py	0b927b50b641c21854ede7427e14fad1a6d40220	hash_identical	skill/solve-with-weilan/scripts/governance.py	0b927b50b641c21854ede7427e14fad1a6d40220
scripts/metabolism.py	58568814055392015896f26931c9ac77b3e10a93	hash_identical	skill/solve-with-weilan/scripts/metabolism.py	58568814055392015896f26931c9ac77b3e10a93
scripts/prospective.py	760a5221bd796e5b168f523673ed5da9e3de3126	stale_superseded	skill/solve-with-weilan/scripts/prospective.py	a9e21b813a4f203a711199b1f5236e8d29ea116f
scripts/runner.py	9f3de2ec4bd84bfed9608c810d3f60f003fc047f	hash_identical	skill/solve-with-weilan/scripts/runner.py	9f3de2ec4bd84bfed9608c810d3f60f003fc047f
scripts/runtime_core.py	d94e659fe18126464f0110af227afa48d4c24a23	stale_superseded	skill/solve-with-weilan/scripts/runtime_core.py	9f457836e6f35a8cd59e7494211aefb792653dd4
scripts/test_conversation_evidence.py	ea35e785077305743124a63ceacaab47fc9559bd	hash_identical	skill/solve-with-weilan/scripts/test_conversation_evidence.py	ea35e785077305743124a63ceacaab47fc9559bd
scripts/test_derivation_performance.py	028e24eccc65407180ad79863197be3db9d57c2a	hash_identical	skill/solve-with-weilan/scripts/test_derivation_performance.py	028e24eccc65407180ad79863197be3db9d57c2a
scripts/test_episode_memory.py	bd63903aeaecd128ad428e354b57f011548b3ca7	stale_superseded	skill/solve-with-weilan/scripts/test_episode_memory.py	c915d6ba38b20e1aab923bad4ba81331f8941eb0
scripts/test_evidence_lifecycle.py	931449febbacb1b31218760d9db80b0c3ed63ab6	hash_identical	skill/solve-with-weilan/scripts/test_evidence_lifecycle.py	931449febbacb1b31218760d9db80b0c3ed63ab6
scripts/test_false_zero_guard.py	81dcb62523d9d4c023d7bdffe11d569ced661e61	hash_identical	skill/solve-with-weilan/scripts/test_false_zero_guard.py	81dcb62523d9d4c023d7bdffe11d569ced661e61
scripts/test_frame_lineage.py	eab59e83c0925a8e8c3320eb1d3781c4a1a05f0e	hash_identical	skill/solve-with-weilan/scripts/test_frame_lineage.py	eab59e83c0925a8e8c3320eb1d3781c4a1a05f0e
scripts/test_frame_repair.py	337cdf51f2b213197eaa4d10c3bffe58397787ce	hash_identical	skill/solve-with-weilan/scripts/test_frame_repair.py	337cdf51f2b213197eaa4d10c3bffe58397787ce
scripts/test_gate_liveness.py	f0a8cf239261258aa834af7bab914cec32c1a81e	hash_identical	skill/solve-with-weilan/scripts/test_gate_liveness.py	f0a8cf239261258aa834af7bab914cec32c1a81e
scripts/test_governance.py	a13e5c7a98e6b0dec0eebf2e620420de7be1c51f	hash_identical	skill/solve-with-weilan/scripts/test_governance.py	a13e5c7a98e6b0dec0eebf2e620420de7be1c51f
scripts/test_ledger_durability.py	88b7b4438485c809ade005d019221849e6954de6	hash_identical	skill/solve-with-weilan/scripts/test_ledger_durability.py	88b7b4438485c809ade005d019221849e6954de6
scripts/test_memory.py	672583cf03b6d3f667695167331d97494c7eecb1	stale_superseded	skill/solve-with-weilan/scripts/test_memory.py	aee899f080a62b0c46c586c0fd10969c85fb41c3
scripts/test_memory_note.py	7fcea1bd6a5c10bc7376250438b63d05ee8394a9	hash_identical	skill/solve-with-weilan/scripts/test_memory_note.py	7fcea1bd6a5c10bc7376250438b63d05ee8394a9
scripts/test_metabolism.py	ef4d1dba7df1a353000d5122cbbd9dd4e77a5e13	hash_identical	skill/solve-with-weilan/scripts/test_metabolism.py	ef4d1dba7df1a353000d5122cbbd9dd4e77a5e13
scripts/test_prospective.py	0621773f81da3402e5d90f4959025f54fb75881a	stale_superseded	skill/solve-with-weilan/scripts/test_prospective.py	fd7c7b5796b51d26342d204c9b9911341a6a9ea3
scripts/test_runner.py	25f7290a7a57ce56cb3d90f487aa6fedbf885d46	hash_identical	skill/solve-with-weilan/scripts/test_runner.py	25f7290a7a57ce56cb3d90f487aa6fedbf885d46
scripts/test_runtime_boundary.py	d52f830705ca2abde40b3df1ac9775966e1252cb	hash_identical	skill/solve-with-weilan/scripts/test_runtime_boundary.py	d52f830705ca2abde40b3df1ac9775966e1252cb
scripts/test_semantic_integrity.py	53af742a972523af49fd1d6bb7418528029c5f9e	hash_identical	skill/solve-with-weilan/scripts/test_semantic_integrity.py	53af742a972523af49fd1d6bb7418528029c5f9e
scripts/test_semantic_memory.py	de857bb94e0d5a3d1c227171114c1fdb9a3d5853	stale_superseded	skill/solve-with-weilan/scripts/test_semantic_memory.py	0d882c91eb82b0c624afff023631f8d635ccb6d8
scripts/test_slow_loop.py	a8b360f10328d7b67f331ed8f1b8cbc92aa689b5	hash_identical	skill/solve-with-weilan/scripts/test_slow_loop.py	a8b360f10328d7b67f331ed8f1b8cbc92aa689b5
scripts/test_transaction.py	865bf95436403be1e257762776c67999360cb957	hash_identical	skill/solve-with-weilan/scripts/test_transaction.py	865bf95436403be1e257762776c67999360cb957
scripts/test_transition_planner.py	42ca86c5d79fcff74380ca42f64d9e2086a8f4ff	hash_identical	skill/solve-with-weilan/scripts/test_transition_planner.py	42ca86c5d79fcff74380ca42f64d9e2086a8f4ff
scripts/test_utf8_output.py	d50562ba6cc88464844151be73766c62d7c200b5	hash_identical	skill/solve-with-weilan/scripts/test_utf8_output.py	d50562ba6cc88464844151be73766c62d7c200b5
scripts/test_v3_robustness.py	ff7a704722a4016afb20300e9f3d29add46dd337	hash_identical	skill/solve-with-weilan/scripts/test_v3_robustness.py	ff7a704722a4016afb20300e9f3d29add46dd337
scripts/transaction.py	519be348f9c2dc00551eeddfd14e592030670ea4	hash_identical	skill/solve-with-weilan/scripts/transaction.py	519be348f9c2dc00551eeddfd14e592030670ea4
scripts/transition_planner.py	577fccae40ef7efb036be7772b0e4d8d51aebd09	hash_identical	skill/solve-with-weilan/scripts/transition_planner.py	577fccae40ef7efb036be7772b0e4d8d51aebd09
scripts/weilan_trace.py	f083bbf7591541124a5bea475adf515c548ab71c	stale_superseded	skill/solve-with-weilan/scripts/weilan_trace.py	904fd98097e1d9469f9fc7e1881f4110818a065b
theory/KERNEL-PRINCIPLE-CONTRACT.md	c65d5e4ba1b4ffd3eaf9035f3aa0a4c58c708fc7	hash_identical	theory/KERNEL-PRINCIPLE-CONTRACT.md	c65d5e4ba1b4ffd3eaf9035f3aa0a4c58c708fc7
theory/LLM成熟库利用.md	acfc863aebd539aa9d76440fb89f1956097f8ff9	hash_identical	theory/LLM成熟库利用.md	acfc863aebd539aa9d76440fb89f1956097f8ff9
theory/WIR.md	2d532145d4eaf387fdd57590db270184c8f9333c	hash_identical	theory/WIR.md	2d532145d4eaf387fdd57590db270184c8f9333c
theory/claude工程方向讨论.md	82f99727eb533967d77268689456447716b5afc8	hash_identical	theory/claude工程方向讨论.md	82f99727eb533967d77268689456447716b5afc8
theory/gemini：微澜和llm融合.md	840e5fb87fafc35ba204c4b3390a5baffef8980d	hash_identical	theory/gemini：微澜和llm融合.md	840e5fb87fafc35ba204c4b3390a5baffef8980d
theory/元寂的进一步讨论.txt	2a460bde5aa45e465dcd1a96b8f10f67839797f5	hash_identical	theory/元寂的进一步讨论.txt	2a460bde5aa45e465dcd1a96b8f10f67839797f5
theory/元寂计划.md	9032496dcce4c5535306c73c0ba06573c8b58b1b	hash_identical	theory/元寂计划.md	9032496dcce4c5535306c73c0ba06573c8b58b1b
theory/关于微澜内核的讨论.txt	60435421089999aee7634e7cec88e937a86f071b	hash_identical	theory/关于微澜内核的讨论.txt	60435421089999aee7634e7cec88e937a86f071b
theory/分散但趋同.md	c95d04638cc23b8f0f2adeb553b1230e0afe7579	hash_identical	theory/分散但趋同.md	c95d04638cc23b8f0f2adeb553b1230e0afe7579
theory/感知层和感知帧的相关讨论.md	ac2da5fd3c279f865338d479dc39445bccdac94f	hash_identical	theory/感知层和感知帧的相关讨论.md	ac2da5fd3c279f865338d479dc39445bccdac94f
theory/无我.md	b3cdb470c7e7520048667526c702e352dcaf1fa6	stale_superseded	theory/无我.md	f244775b65df366ee696c3072e49ef408b1c89e6
theory/转向.md	a81f21b093b11db53f65622d4f34bda75299ba55	hash_identical	theory/转向.md	a81f21b093b11db53f65622d4f34bda75299ba55
